,intent,source,target
2652,flight,does midwest express serve montreal,O B-airline_name O O B-city_name
2653,airfare,what is the cheapest fare between denver and boston,O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name
2654,flight,i need to go to pittsburgh and denver,O O O O O B-toloc.city_name O B-toloc.city_name
2655,flight,now i want to see return flights from miami to new york,O O O O O B-round_trip O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
2656,flight,us air flights departing from charlotte around 1 pm,B-airline_name I-airline_name O O O B-fromloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time
2657,flight,what 's the earliest flight i can get between boston and dallas,O O O B-flight_mod O O O O O B-fromloc.city_name O B-toloc.city_name
2658,airfare,what is the thrift economy flight fare from washington to san francisco,O O O B-class_type B-economy O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
2659,ground_service,i would like information on ground transportation in atlanta from the airport to the city in the morning around 9 am,O O O O O O O O B-city_name O O O O O O O O B-period_of_day B-time_relative B-time I-time
2660,flight,show me all the flights from atlanta to baltimore on any airline on thursday,O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-depart_date.day_name
2661,flight_no,may i have a listing of flight numbers from columbus ohio to minneapolis minnesota on monday,O O O O O O O O O B-fromloc.city_name B-fromloc.state_name O B-toloc.city_name B-toloc.state_name O B-depart_date.day_name
2662,flight,i am interested in booking an early morning flight from dallas into houston on february twenty second and returning late in the evening of february twenty second,O B-depart_time.period_of_day O O O O B-depart_time.period_of_day B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O O O O O B-return_time.period_of_day O B-return_date.month_name B-return_date.day_number I-return_date.day_number
2663,ground_service,show me ground transportation for dallas,O O O O O B-city_name
2664,flight,list flights from cincinnati to san jose friday evening,O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_date.day_name B-depart_time.period_of_day
2665,airline,what airlines fly from boston to washington,O O O O B-fromloc.city_name O B-toloc.city_name
2666,flight,show me flights from boston to denver,O O O O B-fromloc.city_name O B-toloc.city_name
2667,airline,show me the airlines between boston and toronto,O O O O O B-fromloc.city_name O B-toloc.city_name
2668,flight,show me morning flights from atlanta to philadelphia,O O B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name
2669,flight,what are the cheapest flights from denver to pittsburgh that stop in atlanta,O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name O O O B-stoploc.city_name
2670,quantity,how many cities are served by continental with first class flights,O O O O O O B-airline_name O B-class_type I-class_type O
2671,flight,show me the latest flight from san francisco to denver,O O O B-flight_mod O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
2672,flight,show me all flights from indianapolis to montreal,O O O O O B-fromloc.city_name O B-toloc.city_name
2673,flight,what 're the cheapest flights from new york to miami,O O O B-cost_relative O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
2674,flight,show me flights from denver to washington dc wednesday,O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code B-depart_date.day_name
2675,flight,what are the flights from washington dc to denver,O O O O O B-fromloc.city_name B-fromloc.state_code O B-toloc.city_name
2676,flight,show me all flights both direct and connecting to either san francisco or oakland from boston that arrive before 2 pm,O O O O O O O O O O B-toloc.city_name I-toloc.city_name B-or B-toloc.city_name O B-fromloc.city_name O O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time
2677,flight,i 'd like a flight from las vegas to detroit on monday,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
2678,flight,baltimore to philadelphia wednesday,B-fromloc.city_name O B-toloc.city_name B-depart_date.day_name
2679,flight,can you list flights from boston to washington with the lowest one way fares that leave on saturday,O O O O O B-fromloc.city_name O B-toloc.city_name O O B-cost_relative B-round_trip I-round_trip O O O O B-depart_date.day_name
2680,flight,what flights go from san francisco to denver on mondays,O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
2681,flight,pittsburgh to denver,B-fromloc.city_name O B-toloc.city_name
2682,aircraft,leaving denver flying to san francisco before 10 am what type of aircraft is used,O B-fromloc.city_name O O B-toloc.city_name I-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time O O O O O O
2683,flight,what flights does delta have from dallas to denver after 5 o'clock,O O O B-airline_name O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time
2684,flight,do you have any direct flights from pittsburgh to atlanta,O O O O B-connect O O B-fromloc.city_name O B-toloc.city_name
2685,flight,list daily flights from denver to boston,O B-flight_days O O B-fromloc.city_name O B-toloc.city_name
2686,flight,what are the flights from denver to pittsburgh,O O O O O B-fromloc.city_name O B-toloc.city_name
2687,flight,which flights arrive in st. louis from st. paul on thursday morning,O O O O B-toloc.city_name I-toloc.city_name O B-fromloc.city_name I-fromloc.city_name O B-arrive_date.day_name B-arrive_time.period_of_day
2688,distance,how far from the airport in the dallas fort worth airport is dallas,O O O O O O O B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name O B-fromloc.city_name
2689,flight,what flights are available friday from philadelphia to oakland,O O O O B-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name
2690,flight,show me the flights before 11 am on august second from boston to denver on delta,O O O O B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-depart_date.month_name B-depart_date.day_number O B-fromloc.city_name O B-toloc.city_name O B-airline_name
2691,flight,flights from pittsburgh to baltimore between 10 am and 2 pm,O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.start_time I-depart_time.start_time O B-depart_time.end_time I-depart_time.end_time
2692,flight,what are the flights from boston to san francisco,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
2693,ground_service+ground_fare,what ground transportation is available from the pittsburgh airport to downtown and how much does it cost,O O O O O O O B-fromloc.airport_name I-fromloc.airport_name O O O O O O O O
2694,flight,what afternoon flights are available from denver to san francisco on wednesdays,O B-depart_time.period_of_day O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name
2695,flight,list all flights going from boston to atlanta before 7 am on thursday,O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-depart_date.day_name
2696,abbreviation,does dl stand for delta,O B-airline_code O O B-airline_name
2697,flight,show me the flights from boston to pittsburgh,O O O O O B-fromloc.city_name O B-toloc.city_name
2698,flight,okay what flights are there us air from orlando to cleveland leaving in the afternoon,O O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name O O O B-depart_time.period_of_day
2699,flight,on august thirtieth i would like a flight from denver to san francisco in the early am,O B-depart_date.month_name B-depart_date.day_number O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_time.period_mod B-depart_time.period_of_day
2700,flight,i want to see the cheapest flights from denver to atlanta,O O O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name
2701,flight,what is the earliest flight you have leaving boston heading to philadelphia,O O O B-flight_mod O O O O B-fromloc.city_name O O B-toloc.city_name
2702,flight,i live in washington and i would like to make a trip to san francisco can you tell me which airlines connect with those two cities,O O O B-fromloc.city_name O O O O O O O O O B-toloc.city_name I-toloc.city_name O O O O O O O O O O O
2703,flight,flights from atlanta to san francisco august second,O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_date.month_name B-depart_date.day_number
2704,flight,i would like a flight from philadelphia to dallas that makes a stop in atlanta,O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O O B-stoploc.city_name
2705,flight,flights from newark to boston,O O B-fromloc.city_name O B-toloc.city_name
2706,flight,what flights go from boston to atlanta,O O O O B-fromloc.city_name O B-toloc.city_name
2707,flight,list all flights please from washington to san francisco,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
2708,flight,i would like to see the flights available from pittsburgh to san francisco for monday,O O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name
2709,airfare,what is the fare on the first flight from atlanta to denver on thursday morning,O O O O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day
2710,airline,please show me airlines with flights from denver to boston with stop in philadelphia,O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O B-stoploc.city_name
2711,airfare,how much does flight ua 270 from denver to philadelphia cost,O O O O B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name O
2712,flight,looking for a flight from cleveland to dallas,O O O O O B-fromloc.city_name O B-toloc.city_name
2713,flight,i need a reservation from baltimore to san francisco,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
2714,flight,flights from phoenix to las vegas,O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
2715,airfare,how much is a round trip fare from nashville to seattle,O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name
2716,flight,list all daily flights between boston and oakland using delta airlines,O O B-flight_days O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name
2717,ground_fare,how much is the ground transportation between atlanta and downtown,O O O O O O O B-fromloc.city_name O O
2718,flight,show me flights leaving from baltimore to dallas,O O O O O B-fromloc.city_name O B-toloc.city_name
2719,abbreviation,what does yn stand for,O O B-fare_basis_code O O
2720,capacity,what 's the capacity of a 733,O O O O O O B-aircraft_code
2721,aircraft,what kind of airplane goes from boston to san francisco before noon,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_time.time_relative B-depart_time.time
2722,airfare,round trip fares from baltimore to philadelphia under 1000 dollars,B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name B-cost_relative B-fare_amount I-fare_amount
2723,abbreviation,what is mco,O O B-airport_code
2724,flight,what are the afternoon flights from denver to san francisco,O O O B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
2725,flight,what flights from newark to los angeles on wednesday,O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name
2726,flight,show nonstop flights from new york to miami on a tuesday which cost less than 466 dollars one way,O B-flight_stop O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-arrive_date.day_name O O B-cost_relative O B-fare_amount I-fare_amount B-round_trip I-round_trip
2727,flight,flights from montreal and phoenix to las vegas,O O B-fromloc.city_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
2728,flight,give me the latest northwest airlines flight from milwaukee to tacoma tomorrow,O O O B-flight_mod B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name B-depart_date.today_relative
2729,flight,what flights are available from boston to atlanta on july seventh 8 am,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number B-depart_time.time I-depart_time.time
2730,flight,please list the earliest lunch flight from columbus to phoenix,O O O B-flight_mod B-meal_description O O B-fromloc.city_name O B-toloc.city_name
2731,flight,do you have a flight from atlanta to boston,O O O O O O B-fromloc.city_name O B-toloc.city_name
2732,flight,show me the flights that go from san diego to newark with one stop in houston,O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-flight_stop I-flight_stop O B-stoploc.city_name
2733,flight,on monday show me flights from baltimore to dallas,O B-depart_date.day_name O O O O B-fromloc.city_name O B-toloc.city_name
2734,flight,show me flights from washington to boston on friday,O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
2735,flight,show me the flights from boston to pittsburgh on wednesday,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
2736,flight,show me the lowest price from dallas to baltimore,O O O B-cost_relative I-cost_relative O B-fromloc.city_name O B-toloc.city_name
2737,ground_service,ground transportation atl to atlanta,O O B-airport_code O B-toloc.city_name
2738,flight,how do you travel from san francisco airport to downtown san francisco,O O O O O B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name O O B-toloc.city_name I-toloc.city_name
2739,flight,show flights between denver and san francisco for september seventeenth,O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.month_name B-depart_date.day_number
2740,ground_service,what ground transportation is there in dallas,O O O O O O B-city_name
2741,flight,show me the least expensive flight leaving miami on sunday after 12 o'clock noon and arriving cleveland,O O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-depart_date.day_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time O O B-toloc.city_name
2742,flight,i want to fly from philadelphia to dallas with a stop in atlanta on a breakfast flight,O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name O O B-meal_description O
2743,flight,i 'm requesting flight information on a flight from denver to san francisco on wednesday,O O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name
2744,airline,what airlines have flights from boston to philadelphia that leave before 630 am,O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.time_relative B-depart_time.time I-depart_time.time
2745,flight,show me the flights from dallas to atlanta,O O O O O B-fromloc.city_name O B-toloc.city_name
2746,flight,please show me all one way first class flights from indianapolis to memphis,O O O O B-round_trip I-round_trip B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name
2747,ground_service,please give ground transportation at denver airport,O O O O O B-airport_name I-airport_name
2748,flight,i 'd like a united airlines flight on wednesday from san francisco to boston,O O O O B-airline_name I-airline_name O O B-depart_date.day_name O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
2749,flight,which northwest and united flights go through denver before noon,O B-airline_name O B-airline_name O O O B-stoploc.city_name B-depart_time.time_relative B-depart_time.time
2750,abbreviation,what is hp,O O B-airline_code
2751,flight,list all flights going from boston to atlanta before 7 o'clock am on thursday,O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time O B-depart_date.day_name
2752,ground_service,what is ground transportation between the san francisco airport and the city,O O O O O O B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name O O O
2753,flight,show me the flights from boston to atlanta,O O O O O B-fromloc.city_name O B-toloc.city_name
2754,flight,what flights are there wednesday morning from atlanta to philadelphia,O O O O B-depart_date.day_name B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name
2755,flight,show me the flights from all airports to love field,O O O O O O O O B-toloc.airport_name I-toloc.airport_name
2756,flight,flights from columbus to milwaukee,O O B-fromloc.city_name O B-toloc.city_name
2757,flight,give me a list of flights between pittsburgh and baltimore,O O O O O O O B-fromloc.city_name O B-toloc.city_name
2758,ground_service,show me all ground transportation in washington dc,O O O O O O B-city_name B-state_code
2759,flight,i need information for flights leaving san francisco on thursday evening and returning to boston,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-depart_date.day_name B-depart_time.period_of_day O O O B-toloc.city_name
2760,flight,i need a flight from toronto to san diego with a layover in washington dc on air canada,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O B-stoploc.city_name B-stoploc.state_code O B-airline_name I-airline_name
2761,flight,show me the latest flight on wednesday from atlanta to washington dc,O O O B-flight_mod O O B-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code
2762,distance,how far is the airport from downtown pittsburgh,O O O O O O O B-fromloc.city_name
2763,flight,please give me flights from atlanta to boston on wednesday and thursday,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O B-depart_date.day_name
2764,flight,boston to denver monday,B-fromloc.city_name O B-toloc.city_name B-depart_date.day_name
2765,flight,yes i would like to find what flights are available from atlanta to boston on the morning of july seventh,O O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.period_of_day O B-depart_date.month_name B-depart_date.day_number
2766,flight,list all flights on united from san francisco to boston,O O O O B-airline_name O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
2767,flight,what flights do you have from newark new jersey to ontario california that connect in phoenix,O O O O O O B-fromloc.city_name B-fromloc.state_name I-fromloc.state_name O B-toloc.city_name B-toloc.state_name O B-connect O B-stoploc.city_name
2768,flight,show me flights from baltimore to philadelphia,O O O O B-fromloc.city_name O B-toloc.city_name
2769,abbreviation,what is the meaning of fare code qx and qw,O O O O O O O B-fare_basis_code O B-fare_basis_code
2770,flight,show me the daily flight schedule between boston and pittsburgh,O O O B-flight_days B-flight_time I-flight_time O B-fromloc.city_name O B-toloc.city_name
2771,flight,show me the flights from westchester county to cincinnati,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
2772,flight,show me flights leaving from san francisco to denver on september thirtieth,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number
2773,airline,what airlines fly from toronto to san diego,O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
2774,flight,tell me the flights from dallas to baltimore,O O O O O B-fromloc.city_name O B-toloc.city_name
2775,flight,pittsburgh to boston saturday,B-fromloc.city_name O B-toloc.city_name B-depart_date.day_name
2776,flight,what is the first flight from boston to stapleton airport for tomorrow,O O O B-flight_mod O O B-fromloc.city_name O B-toloc.airport_name I-toloc.airport_name O B-depart_date.today_relative
2777,flight,what united airlines flights go through denver,O B-airline_name I-airline_name O O O B-stoploc.city_name
2778,flight,philadelphia to boston monday,B-fromloc.city_name O B-toloc.city_name B-depart_date.day_name
2779,flight,list the morning flights between atlanta and dallas,O O B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name
2780,flight,i 'm trying to fly from denver to boston and i want a flight that serves a meal,O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O O O O O B-meal
2781,flight,what flights from milwaukee to san jose on wednesday on american airlines,O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name O B-airline_name I-airline_name
2782,flight,show me all the flights from burbank to denver,O O O O O O B-fromloc.city_name O B-toloc.city_name
2783,flight,show me the flights from cincinnati to denver,O O O O O B-fromloc.city_name O B-toloc.city_name
2784,flight,flights from dc to denver,O O B-fromloc.state_code O B-toloc.city_name
2785,airfare,show me the prices of all flights from atlanta to washington dc,O O O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code
2786,ground_service,rental car in baltimore,B-transport_type I-transport_type O B-city_name
2787,airfare,show me fares from baltimore to philadelphia,O O O O B-fromloc.city_name O B-toloc.city_name
2788,flight,i 'd like to see the flights from atlanta to washington dc,O O O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code
2789,flight,display all flights from pittsburgh to san francisco on august second,O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.month_name B-depart_date.day_number
2790,flight,what are the flights between pittsburgh and baltimore on august tenth,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number
2791,flight,i want to go from denver to oakland,O O O O O B-fromloc.city_name O B-toloc.city_name
2792,flight_time,what time are the flights leaving from denver to pittsburgh on july seventh,O B-flight_time O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number
2793,flight,what 's the cheapest one way flight from denver to pittsburgh,O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name
2794,flight,show me the flights from dallas to baltimore,O O O O O B-fromloc.city_name O B-toloc.city_name
2795,flight,show me the us air flights from atlanta to boston,O O O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name
2796,flight,show me all flights from pittsburgh to san francisco,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
2797,flight,show me a list of the flights from san francisco to boston,O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
2798,flight,show me the earliest flight from boston to san francisco,O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
2799,flight,what 's the latest flight from san jose to houston,O O O B-flight_mod O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
2800,flight,what flights from miami to indianapolis,O O O B-fromloc.city_name O B-toloc.city_name
2801,airline,which airlines fly between boston and pittsburgh,O O O O B-fromloc.city_name O B-toloc.city_name
2802,flight,flight from nashville to cleveland,O O B-fromloc.city_name O B-toloc.city_name
2803,flight,give me a flight from newark to tampa on friday,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
2804,flight,does midwest express serve philadelphia,O B-airline_name O O B-city_name
2805,flight,show me the flights from denver to san francisco,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
2806,flight,i would like a flight from washington to boston flight 324 on august twentieth,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-flight_number O B-depart_date.month_name B-depart_date.day_number
2807,flight,show me the nonstop flights from dallas to houston,O O O B-flight_stop O O B-fromloc.city_name O B-toloc.city_name
2808,flight,what is the least expensive business class flight between boston and san francisco,O O O B-cost_relative I-cost_relative B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
2809,flight,is there a flight between philadelphia and denver that leaves philadelphia around 2 o'clock in the afternoon,O O O O O B-fromloc.city_name O B-toloc.city_name O O B-fromloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time O O B-depart_time.period_of_day
2810,flight,list the flights from dallas to baltimore,O O O O B-fromloc.city_name O B-toloc.city_name
2811,airfare+flight_time,show me the costs and times for flights from san francisco to atlanta,O O O O O B-flight_time O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
2812,flight,show me the flights from denver to atlanta on friday,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
2813,abbreviation,what does the fare code y mean,O O O O O B-fare_basis_code O
2814,flight,i would like to see the flights from denver to philadelphia,O O O O O O O O B-fromloc.city_name O B-toloc.city_name
2815,flight,is there an atlanta flight to denver connecting,O O O B-fromloc.city_name O O B-toloc.city_name B-connect
2816,flight,what is the last flight out of pittsburgh to boston in the evening on tuesdays,O O O B-flight_mod O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.period_of_day O B-depart_date.day_name
2817,flight,what are all monday flights from denver to san francisco on united airlines,O O O B-depart_date.day_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_name I-airline_name
2818,flight,show all flights from pittsburgh to san francisco on july twenty eighth 1991,O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number B-depart_date.year
2819,flight,i would like information on any flights from san francisco to pittsburgh arriving in pittsburgh before 8 am tuesday morning,O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time B-arrive_date.day_name B-arrive_time.period_of_day
2820,flight,i would like to see the flights from denver to philadelphia,O O O O O O O O B-fromloc.city_name O B-toloc.city_name
2821,airline,which airline has the most business class flights,O O O O B-mod B-class_type I-class_type O
2822,flight,find travel arrangements for a round trip flight from dallas to pittsburgh after 8 pm,O O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time
2823,flight,does united airlines fly from denver to baltimore,O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name
2824,flight,can you show me the flights from baltimore to dallas,O O O O O O O B-fromloc.city_name O B-toloc.city_name
2825,flight,show me all the delta flights leaving or arriving at pittsburgh between 12 and 4 in the afternoon,O O O O B-airline_name O O O O O B-toloc.city_name O B-depart_time.start_time O B-depart_time.end_time O O B-depart_time.period_of_day
2826,airline,what airline besides continental flies between boston and denver,O O B-mod B-airline_name O O B-fromloc.city_name O B-toloc.city_name
2827,flight,show me all flights direct and connecting from boston to pittsburgh that arrive in pittsburgh before 10 am,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time
2828,flight,is there any flight leaving washington around 3 o'clock for denver,O O O O O B-fromloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-toloc.city_name
2829,flight_time,i would like a schedule of flights from denver to san francisco on tuesday,O O O O B-flight_time O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name
2830,ground_service,can i rent a car in san jose too,O O O O B-transport_type O B-city_name I-city_name O
2831,flight,list the flights from st. paul to san jose and from st. paul to houston,O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
2832,flight,what 's the earliest flight from dallas to houston,O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name
2833,flight,i would like information on flights from philadelphia to oakland california on friday afternoon,O O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_name O B-depart_date.day_name B-depart_time.period_of_day
2834,aircraft,what type of aircraft is used on the flight from atlanta to philadelphia before 12 o'clock noon,O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time
2835,airline,what airline is dl,O O O B-airline_code
2836,flight,show me all flights from san francisco to boston philadelphia or baltimore,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-toloc.city_name O B-toloc.city_name
2837,flight,what are the early weekday flights from san francisco to pittsburgh,O O O B-flight_mod O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
2838,flight,atlanta to oakland thursday,B-fromloc.city_name O B-toloc.city_name B-depart_date.day_name
2839,flight,i want a flight from ontario to chicago,O O O O O B-fromloc.city_name O B-toloc.city_name
2840,flight,list all flights from minneapolis to long beach on saturday,O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name
2841,flight,i want to fly from boston to denver with a stop in philadelphia,O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name
2842,flight,i need a list of late afternoon flights from st. louis to chicago,O O O O O B-depart_time.period_of_day I-depart_time.period_of_day O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name
2843,flight,what flights go from boston to orlando,O O O O B-fromloc.city_name O B-toloc.city_name
2844,flight,list all flights going from boston to atlanta on wednesday after 6 o'clock pm on wednesday,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time O B-depart_date.day_name
2845,flight,what flights does delta have from denver to dallas after 5,O O O B-airline_name O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time
2846,flight,i 'd like to go from boston to san francisco,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
2847,flight,show me flights to philadelphia coming from baltimore or denver or pittsburgh,O O O O B-toloc.city_name O O B-fromloc.city_name B-or B-fromloc.city_name B-or B-fromloc.city_name
2848,flight,show me all the flights from san francisco to boston for august thirty first 1991,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number B-depart_date.year
2849,flight,what flights go from chicago to seattle on saturday on continental airlines,O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O B-airline_name I-airline_name
2850,airfare,price of flight from cleveland to nashville,O O O O B-fromloc.city_name O B-toloc.city_name
2851,flight,what flights depart newark for tampa on friday,O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name
2852,flight,what is your cheapest flight from pittsburgh to denver,O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name
2853,flight,on september fourth i 'll be traveling from pittsburgh to atlanta can you tell me what flight would be the cheapest,O B-depart_date.month_name B-depart_date.day_number O O O O O B-fromloc.city_name O B-toloc.city_name O O O O O O O O O B-cost_relative
2854,flight,list all the arriving flights at general mitchell international,O O O B-flight_mod O O B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name
2855,airfare,show me all economy prices from dallas to baltimore,O O O B-economy O O B-fromloc.city_name O B-toloc.city_name
